City_ID,city_name,Lat,Lon,wind,temp_max,humidity,country,date,cloud
0,Mayo,38.89,-76.51,3.36,35.01,71,US,1581231806,1
1,Grand Gaube,-20.01,57.66,11.41,82.99,65,MU,1581231806,40
2,Avarua,-21.21,-159.78,15.17,80.6,88,CK,1581231807,100
3,Shelburne,44.08,-80.2,6.93,16.0,72,CA,1581231623,75
4,Leningradskiy,69.38,178.42,22.1,-20.92,91,RU,1581231813,100
5,Deputatsky,69.3,139.9,1.99,-39.64,96,RU,1581231814,32
6,Thompson,55.74,-97.86,8.05,6.8,77,CA,1581231774,40
7,Rikitea,-23.12,-134.97,16.06,77.18,78,PF,1581231815,56
8,Rio Gallegos,-51.62,-69.22,20.8,57.2,54,AR,1581231816,0
9,George Town,5.41,100.34,9.17,89.6,59,MY,1581231817,20
10,Caravelas,-17.71,-39.25,12.3,80.02,78,BR,1581231818,68
11,Roald,62.58,6.13,19.46,44.6,86,NO,1581231820,75
12,Vostok,46.49,135.88,3.38,0.73,74,RU,1581231820,5
13,Lorengau,-2.02,147.27,18.84,82.96,76,PG,1581231821,95
14,Mataura,-46.19,168.86,8.99,54.0,86,NZ,1581231822,97
15,Ushuaia,-54.8,-68.3,9.17,51.8,76,AR,1581231661,0
16,Ilulissat,69.22,-51.1,3.36,8.6,71,GL,1581231825,75
17,Anloga,5.79,0.9,3.36,75.2,83,GH,1581231826,20
18,Dikson,73.51,80.55,7.0,-16.46,93,RU,1581231827,40
19,Ambon,-3.7,128.18,5.82,91.4,55,ID,1581231828,40
20,Batticaloa,7.71,81.69,7.16,83.21,58,LK,1581231829,2
21,Hobart,-42.88,147.33,13.87,69.01,42,AU,1581231609,40
22,Cherskiy,68.75,161.3,7.99,-23.64,75,RU,1581231831,77
23,Vaini,-21.2,-175.2,9.17,82.4,83,TO,1581231832,20
24,Butaritari,3.07,172.79,18.16,83.55,80,KI,1581231834,87
25,Tuatapere,-46.13,167.68,8.99,54.0,86,NZ,1581231836,39
26,Portland,45.52,-122.68,1.77,43.0,81,US,1581231572,75
27,Bulgan,48.81,103.53,4.59,30.52,64,MN,1581231838,45
28,Atuona,-9.8,-139.03,16.6,81.1,76,PF,1581231839,0
29,Bluff,-46.6,168.33,8.99,54.0,86,NZ,1581231841,92
30,Popondetta,-8.75,148.25,3.69,78.49,90,PG,1581231842,60
31,Belle Fourche,44.67,-103.85,6.93,26.01,100,US,1581231843,90
32,Iqaluit,63.75,-68.51,2.24,-23.01,74,CA,1581231844,75
33,Qaanaaq,77.48,-69.36,5.5,-17.5,65,GL,1581231845,0
34,Vardo,70.37,31.11,27.51,26.6,92,NO,1581231784,75
35,Jamestown,42.1,-79.24,4.7,26.01,100,US,1581231847,90
36,Busselton,-33.65,115.33,16.15,80.01,15,AU,1581231735,0
37,Danilovka,50.36,44.12,6.29,0.37,90,RU,1581231851,0
38,Constitucion,-35.33,-72.42,1.21,53.1,77,CL,1581231854,0
39,Kapaa,22.08,-159.32,19.46,71.6,56,US,1581231855,90
40,Hong Kong,22.29,114.16,10.29,66.99,63,HK,1581231674,40
41,Albany,42.6,-73.97,3.36,18.0,100,US,1581231856,75
42,Hay River,60.82,-115.8,4.7,1.4,84,CA,1581231625,75
43,Goderich,43.75,-81.72,8.79,21.0,84,CA,1581231858,23
44,Saint-Philippe,-21.36,55.77,26.4,82.4,65,RE,1581231859,20
45,Port Moresby,-9.44,147.18,17.22,87.8,66,PG,1581231861,40
46,Carnarvon,-24.87,113.63,19.46,84.2,62,AU,1581231862,0
47,Kumul,42.8,93.45,2.35,31.82,55,CN,1581231858,0
48,Wuxue,29.85,115.55,5.99,54.95,53,CN,1581231863,1
49,Leer,8.3,30.14,12.15,80.96,13,SS,1581231863,87
50,Colquechaca,-18.67,-66.02,5.53,48.83,93,BO,1581231864,99
51,Sioux Lookout,50.1,-91.92,3.36,6.8,77,CA,1581231865,90
52,San Patricio,19.22,-104.7,4.07,75.52,73,MX,1581231866,0
53,San Quintin,30.48,-115.95,11.99,39.0,11,MX,1581231866,43
54,Upernavik,72.79,-56.15,3.8,-20.31,94,GL,1581231866,100
55,Kalmunai,7.42,81.82,11.41,79.68,68,LK,1581231867,9
56,Punta Arenas,-53.15,-70.92,10.29,55.4,54,CL,1581231868,82
57,Touros,-5.2,-35.46,3.36,75.2,94,BR,1581231869,20
58,Kupang,-10.17,123.58,11.41,84.2,83,ID,1581231870,40
59,Fort Nelson,58.81,-122.7,6.93,17.6,92,CA,1581231601,90
60,Puro,12.48,123.38,17.72,81.81,74,PH,1581231872,50
61,Hambantota,6.12,81.12,8.05,87.8,58,LK,1581231877,27
62,Kefalos,36.75,26.96,18.34,37.4,64,GR,1581231878,20
63,Lodja,-3.48,23.43,3.83,69.78,96,CD,1581231879,100
64,Trincomalee,8.57,81.23,8.03,85.15,52,LK,1581231880,1
65,Nikolskoye,59.7,30.79,8.95,34.0,93,RU,1581231881,90
66,East London,-33.02,27.91,5.82,71.6,83,ZA,1581231879,20
67,Bredasdorp,-34.53,20.04,4.5,68.0,98,ZA,1581231884,34
68,Dingle,11.0,122.67,15.19,81.48,76,PH,1581231885,66
69,New Norfolk,-42.78,147.06,13.87,68.0,42,AU,1581231886,40
70,Teya,60.38,92.63,10.83,22.32,83,RU,1581231887,94
71,Henties Bay,-22.12,14.28,1.01,64.0,90,NA,1581231891,12
72,Dragor,55.59,12.67,18.34,44.01,93,DK,1581231892,94
73,Sitka,57.05,-135.33,9.17,42.8,87,US,1581231893,90
74,Kidal,18.44,1.41,14.0,56.97,13,ML,1581231894,16
75,Ancud,-41.87,-73.82,8.05,55.4,58,CL,1581231896,1
76,Bambanglipuro,-7.95,110.28,5.57,78.44,83,ID,1581231897,98
77,Bethel,41.37,-73.41,2.53,30.0,92,US,1581231898,1
78,Saint-Louis,16.33,-15.0,2.24,68.0,30,SN,1581231898,77
79,Turba,59.08,24.23,17.22,37.99,86,EE,1581231899,90
80,Durban,-29.86,31.03,3.36,80.6,65,ZA,1581231899,40
81,Damara,4.96,18.7,2.24,71.6,78,CF,1581231899,20
82,Beringovskiy,63.05,179.32,16.04,-14.8,76,RU,1581231900,91
83,Ust'-Ilimsk,58.0,102.66,13.96,33.21,95,RU,1581231901,100
84,Saint George,37.1,-113.58,3.36,48.2,68,US,1581231901,1
85,Cape Town,-33.93,18.42,20.8,75.0,88,ZA,1581231603,40
86,Kharhial,20.28,82.77,7.34,70.05,68,IN,1581231902,88
87,Necochea,-38.55,-58.74,8.01,57.99,75,AR,1581231797,33
88,Priiskovyy,51.93,116.63,1.19,9.59,91,RU,1581231904,79
89,Port Hardy,50.7,-127.42,8.05,37.4,92,CA,1581231904,20
90,Tasiilaq,65.61,-37.64,27.51,28.4,74,GL,1581231905,100
91,Luderitz,-26.65,15.16,5.82,66.2,72,NA,1581231906,0
92,Sao Filipe,14.9,-24.5,23.2,71.13,60,CV,1581231907,66
93,San Pedro del Pinatar,37.84,-0.79,5.82,51.01,100,ES,1581231908,45
94,Sur,22.57,59.53,7.7,72.32,45,OM,1581231909,51
95,Katsuura,35.13,140.3,14.99,48.99,28,JP,1581231913,20
96,Muravlenko,63.79,74.52,10.31,-13.77,96,RU,1581231915,20
97,Alugan,12.22,125.48,17.63,79.57,85,PH,1581231916,88
98,Barrow,71.29,-156.79,4.7,-32.8,96,US,1581231917,1
99,Vao,-22.67,167.48,20.89,80.44,85,NC,1581231918,46
100,Zelenoborskiy,66.84,32.36,4.52,29.55,94,RU,1581231919,100
101,Kingaroy,-26.53,151.83,5.82,86.0,45,AU,1581231919,31
102,Zig,40.13,-92.77,9.17,30.99,68,US,1581231920,90
103,Bengkulu,-3.8,102.27,6.64,86.99,57,ID,1581231921,100
104,Hermanus,-34.42,19.23,20.31,75.99,98,ZA,1581231922,52
105,Severo-Kuril'sk,50.68,156.12,42.46,28.09,98,RU,1581231922,100
106,Petrolina,-9.4,-40.5,5.82,78.8,83,BR,1581231630,100
107,Vryburg,-26.96,24.73,9.82,72.21,64,ZA,1581231923,38
108,Chokurdakh,70.63,147.92,4.5,-26.59,88,RU,1581231925,97
109,Westport,41.14,-73.36,8.05,33.01,79,US,1581231925,20
110,Port Alfred,-33.59,26.89,7.05,75.0,84,ZA,1581231926,50
111,Hilo,19.73,-155.09,5.82,71.01,77,US,1581231926,75
112,Mar del Plata,-38.0,-57.56,6.93,60.01,72,AR,1581231927,75
113,Okha,53.57,142.95,18.61,2.82,91,RU,1581231927,100
114,Atar,20.52,-13.05,8.63,63.36,19,MR,1581231928,1
115,Kutum,14.2,24.67,7.54,53.44,28,SD,1581231929,0
116,Dobson,36.4,-80.72,2.37,36.0,92,US,1581231929,1
117,Cabedelo,-6.98,-34.83,3.36,78.8,88,BR,1581231930,75
118,Mossamedes,-15.2,12.15,11.68,75.09,80,AO,1581231931,15
119,Sohag,26.56,31.69,6.93,48.2,61,EG,1581231931,0
120,Cayenne,4.93,-52.33,8.05,78.8,74,GF,1581231932,90
121,Bilibino,68.05,166.44,1.77,-23.08,75,RU,1581231932,27
122,Pacific Grove,36.62,-121.92,11.27,50.0,93,US,1581231933,1
123,Kindu,-2.95,25.95,4.21,71.91,97,CD,1581231933,74
124,Castro,-24.79,-50.01,2.73,62.55,99,BR,1581231667,43
125,Pedasi,7.53,-80.03,23.11,78.53,78,PA,1581231934,8
126,Aasiaat,68.71,-52.87,5.06,-1.66,96,GL,1581231935,100
127,Kaitangata,-46.28,169.85,3.0,60.01,65,NZ,1581231935,96
128,Kochi,9.94,76.26,3.36,91.4,43,IN,1581231936,1
129,Tiksi,71.69,128.87,3.24,-21.1,68,RU,1581231937,0
130,Requena,39.49,-1.1,4.7,46.99,100,ES,1581231937,2
131,Puerto Ayora,-0.74,-90.35,5.23,78.15,87,EC,1581231938,52
132,Isangel,-19.55,169.27,6.93,82.4,88,VU,1581231939,90
133,Chara,56.91,118.26,1.19,7.57,72,RU,1581231939,14
134,Gravdal,68.12,13.5,18.34,39.88,86,NO,1581231784,100
135,Antsohihy,-14.88,47.99,3.65,82.51,69,MG,1581231680,0
136,Ribeira Grande,38.52,-28.7,16.04,58.77,93,PT,1581231941,100
137,Arraial do Cabo,-22.97,-42.03,26.91,76.73,86,BR,1581231942,29
138,Talnakh,69.49,88.4,6.71,-13.0,83,RU,1581231943,32
139,Mahibadhoo,3.78,72.97,11.9,81.93,80,MV,1581231943,76
140,Provideniya,64.38,-173.3,9.89,-23.69,91,RU,1581231943,0
141,Egvekinot,66.32,-179.17,15.79,-19.23,91,RU,1581231943,70
142,Ossora,59.24,163.07,6.91,-17.7,73,RU,1581231943,0
143,San Cristobal,7.77,-72.22,1.57,50.34,94,VE,1581231730,24
144,Abu Dhabi,24.47,54.37,12.75,75.2,36,AE,1581231787,29
145,Sittwe,20.15,92.9,8.03,77.47,44,MM,1581231944,0
146,Aswan,24.09,32.91,15.28,52.2,51,EG,1581231944,0
147,Cidreira,-30.18,-50.21,17.05,76.32,90,BR,1581231944,38
148,Humaita,-7.51,-63.02,1.68,72.82,94,BR,1581231945,100
149,Bambous Virieux,-20.34,57.76,11.41,82.99,65,MU,1581231945,40
150,Tshikapa,-6.42,20.8,5.32,67.21,98,CD,1581231945,100
151,Punta de Piedra,7.62,-71.49,2.15,74.68,60,VE,1581231946,55
152,Chui,-33.7,-53.46,10.09,65.93,86,UY,1581231946,7
153,Kruisfontein,-34.0,24.73,3.38,69.42,82,ZA,1581231946,3
154,Hasaki,35.73,140.83,13.87,48.0,22,JP,1581231946,20
155,Synya,65.37,58.04,12.82,-8.84,96,RU,1581231946,100
156,Port Elizabeth,-33.92,25.57,5.82,71.6,83,ZA,1581231894,20
157,Ulaanbaatar,47.91,106.88,1.68,26.6,49,MN,1581231935,29
158,Don Luan,11.53,106.92,8.77,84.72,43,VN,1581231946,99
159,Airai,-8.93,125.41,1.25,72.57,91,TL,1581231947,74
160,Nhulunbuy,-12.23,136.77,10.29,86.0,74,AU,1581231947,75
161,La Asuncion,11.03,-63.86,5.82,75.2,94,VE,1581231947,0
162,Tuktoyaktuk,69.45,-133.04,6.93,-25.6,74,CA,1581231947,90
163,Yatou,37.15,122.38,15.59,43.0,67,CN,1581231710,0
164,Eureka,40.8,-124.16,11.41,46.4,81,US,1581231947,20
165,Mersa Matruh,31.35,27.25,16.11,53.6,54,EG,1581231947,75
166,Umm Kaddadah,13.6,26.69,22.01,59.72,20,SD,1581231947,0
167,Hamilton,39.18,-84.53,3.36,32.0,93,US,1581231917,90
168,Sovetskiy,61.36,63.58,5.48,-1.71,88,RU,1581231948,0
169,Esim,4.87,-2.24,1.86,75.74,96,GH,1581231948,69
170,Ponta do Sol,32.67,-17.1,12.75,64.4,63,PT,1581231948,20
171,Novikovo,51.15,37.89,1.68,12.56,78,RU,1581231948,0
172,Itarema,-2.92,-39.92,2.95,75.2,100,BR,1581231948,20
173,Nelson Bay,-32.72,152.15,9.17,72.0,94,AU,1581231948,90
174,Cap-aux-Meules,47.38,-61.86,22.59,12.83,86,CA,1581231948,92
175,Baiao,-2.79,-49.67,2.51,71.19,99,BR,1581231948,100
176,Pundaguitan,6.37,126.17,4.59,80.92,68,PH,1581231949,78
177,Alta Floresta,-9.88,-56.09,3.74,69.94,98,BR,1581231949,92
178,Broome,42.25,-75.83,3.36,21.0,92,US,1581231949,75
179,Presidencia Roque Saenz Pena,-26.79,-60.44,7.29,84.09,51,AR,1581231949,100
180,Pangnirtung,66.15,-65.71,2.71,-29.81,92,CA,1581231949,61
181,Khovd,48.01,91.64,2.13,23.45,40,MN,1581231949,100
182,Rio Verde de Mato Grosso,-18.92,-54.84,5.37,72.68,93,BR,1581231950,3
183,Biak,-0.91,122.88,12.95,85.26,72,ID,1581231950,100
184,Wajima,37.4,136.9,5.82,32.0,62,JP,1581231950,75
185,Opotiki,-38.08,177.28,3.0,68.0,77,NZ,1581231950,24
186,Yar-Sale,66.83,70.83,8.7,3.56,96,RU,1581231950,100
187,Kautokeino,69.01,23.04,6.49,18.88,94,NO,1581231950,91
188,Klaksvik,62.23,-6.59,2.24,35.6,64,FO,1581231950,38
189,Khatanga,71.97,102.5,5.46,-7.96,96,RU,1581231950,100
190,Ust-Kuyga,70.02,135.6,8.14,-32.06,81,RU,1581231951,0
191,Lahuachaca,-17.37,-67.67,4.18,47.5,84,BO,1581231951,99
192,Kenora,49.82,-94.43,6.93,8.6,77,CA,1581231951,90
193,Clyde River,70.47,-68.59,8.05,-22.0,67,CA,1581231951,90
194,Codrington,-38.27,141.97,32.61,66.24,81,AU,1581231951,100
195,Sobolevo,54.43,31.9,8.21,26.76,95,RU,1581231951,99
196,Kiryat Gat,31.61,34.76,17.22,53.01,87,IL,1581231861,75
197,Souillac,-20.52,57.52,11.41,82.99,65,MU,1581231951,40
198,Shimoda,34.67,138.95,6.93,46.4,42,JP,1581231951,20
199,Peleduy,59.63,112.74,4.9,14.74,86,RU,1581231952,100
200,Yellowknife,62.46,-114.35,8.05,-5.01,76,CA,1581231878,75
201,Brookings,44.31,-96.8,10.29,23.0,92,US,1581231856,90
202,Sault Ste. Marie,46.52,-84.33,3.36,10.4,78,CA,1581231952,90
203,Denpasar,-8.65,115.22,10.29,78.8,100,ID,1581231952,75
204,Nuuk,64.18,-51.72,14.99,12.2,85,GL,1581231952,85
205,Ngunguru,-35.62,174.5,5.55,68.0,71,NZ,1581231952,50
206,Mawlaik,23.63,94.42,4.56,81.19,29,MM,1581231953,45
207,Pahlgam,34.03,75.33,2.84,25.38,36,IN,1581231847,0
208,Izmir,38.46,27.09,5.82,34.0,58,TR,1581231953,0
209,Asau,46.43,26.4,3.36,28.4,79,RO,1581231953,90
210,Zambezi,-13.54,23.1,5.7,66.83,94,ZM,1581231953,100
211,Hanzhong,33.07,107.03,3.0,57.16,32,CN,1581231751,0
212,Korhogo,9.45,-5.63,4.63,64.2,11,CI,1581231953,86
213,Pevek,69.7,170.31,5.14,-31.05,100,RU,1581231954,100
214,Bassila,9.01,1.67,3.6,66.15,23,BJ,1581231954,34
215,Manicaragua,22.15,-79.97,5.82,73.4,94,CU,1581231954,75
216,Choristi,41.13,24.22,8.05,42.01,91,GR,1581231954,20
217,Broken Hill,-31.95,141.43,19.46,68.0,88,AU,1581231954,94
218,Juba,4.85,31.58,3.51,87.73,31,SS,1581231954,89
219,Kamaishi,39.27,141.88,13.87,28.4,50,JP,1581231954,75
220,Kodiak,57.79,-152.41,28.61,39.2,51,US,1581231954,20
221,Buchanan,5.88,-10.05,4.7,75.2,100,LR,1581231955,40
222,Selkirk,50.14,-96.88,3.36,10.4,78,CA,1581231830,90
223,Mgandu,-5.95,34.13,8.41,66.09,85,TZ,1581231955,0
224,Huai Thalaeng,15.0,102.65,6.93,87.8,43,TH,1581231955,20
225,Zhezkazgan,47.8,67.71,11.18,33.8,100,KZ,1581231955,90
226,Prescott,34.54,-112.47,14.99,46.0,45,US,1581231955,1
227,Richards Bay,-28.78,32.04,10.13,78.03,81,ZA,1581231955,100
228,Sisimiut,66.94,-53.67,7.14,-6.54,96,GL,1581231955,100
229,Olafsvik,64.89,-23.71,16.33,31.44,80,IS,1581231956,64
230,Paamiut,61.99,-49.67,26.62,10.11,89,GL,1581231956,98
231,Petropavlovsk-Kamchatsky,53.05,158.65,8.95,24.8,62,RU,1581231956,20
232,Takhli,15.26,100.34,14.36,100.99,38,TH,1581231956,3
233,Songea,-10.68,35.65,5.82,73.4,83,TZ,1581231956,75
234,Norman Wells,65.28,-126.83,4.7,-5.8,83,CA,1581231956,75
235,Balao,-2.92,-79.82,4.05,78.66,80,EC,1581231956,100
236,Bandar-e Lengeh,26.56,54.88,11.41,69.8,77,IR,1581231956,33
237,Kamyaran,34.8,46.94,13.87,33.8,47,IR,1581231957,90
238,Provincia di Mantova,45.17,10.78,2.24,39.0,86,IT,1581231958,15
239,Lumphat,13.49,106.98,8.12,94.53,27,KH,1581231958,16
240,Semey,50.41,80.23,31.32,35.6,74,KZ,1581231958,92
241,Belyy Yar,53.6,91.39,2.24,41.0,52,RU,1581231958,100
242,Sorland,67.67,12.69,19.86,40.6,82,NO,1581231958,56
243,Kavieng,-2.57,150.8,17.58,84.18,77,PG,1581231958,97
244,Lubao,14.92,120.55,9.17,86.0,55,PH,1581231959,75
245,Shitanjing,39.23,106.34,2.62,42.49,18,CN,1581231959,0
246,Paracuru,-3.41,-39.03,3.36,78.8,83,BR,1581231959,20
247,Road Town,18.42,-64.62,13.87,78.8,74,VG,1581231959,20
248,Estelle,29.85,-90.11,5.91,59.0,82,US,1581231959,1
249,Arrondissement d'Ajaccio,42.0,8.92,6.93,50.0,70,FR,1581231959,90
250,Potsdam,52.4,13.07,10.29,45.0,75,DE,1581231959,76
251,Marzuq,14.4,46.47,3.13,77.18,17,YE,1581231960,3
252,Tulun,54.56,100.58,6.67,35.87,87,RU,1581231960,100
253,Burns Lake,54.23,-125.75,3.33,15.19,93,CA,1581231960,29
254,Demba,-5.51,22.27,4.18,69.13,97,CD,1581231960,100
255,Coyhaique,-45.58,-72.07,1.36,43.18,72,CL,1581231960,3
256,Ridgecrest,35.62,-117.67,10.29,60.8,19,US,1581231960,1
257,Port Blair,11.67,92.75,14.03,79.93,74,IN,1581231777,4
258,Gamba,-2.65,10.0,4.94,79.45,85,GA,1581231960,100
259,Chegutu,-18.13,30.14,5.84,67.26,91,ZW,1581231961,100
260,Pasni,25.26,63.47,0.38,71.46,46,PK,1581231961,79
261,Krasnyy Oktyabr',56.12,38.88,7.07,16.83,93,RU,1581231961,84
262,Arrondissement de Sens,48.17,3.33,11.41,48.2,81,FR,1581231961,90
263,Bonfim,3.08,-59.95,10.94,76.42,57,BR,1581231961,8
264,Kokopo,-4.35,152.26,19.73,83.98,78,PG,1581231962,100
265,Moquegua,-17.2,-70.94,4.18,60.26,64,PE,1581231962,100
266,Solnechnyy,50.72,136.63,3.56,-5.87,96,RU,1581231962,28
267,Plettenberg Bay,-34.05,23.37,0.74,70.95,82,ZA,1581231962,14
268,Aklavik,68.22,-135.01,2.24,-18.4,75,CA,1581231962,90
269,Acapulco de Juarez,16.86,-99.89,3.36,75.2,83,MX,1581231962,20
270,Saint-Joseph,-21.37,55.62,26.4,82.99,65,RE,1581231962,20
271,Igarka,67.47,86.58,6.78,-13.45,96,RU,1581231962,30
272,Rosarito,32.33,-117.03,4.7,60.8,87,MX,1581231963,90
273,Hearst,49.68,-83.67,9.84,8.53,91,CA,1581231963,83
